       Omega           X           Y   Intensity        Size       Eig 1       Eig 2       Eig 3      Eigv 1      Eigv 2      Eigv 3      Eigv 4      Eigv 5      Eigv 6      Eigv 7      Eigv 8      Eigv 9
      994.00     1334.00      893.00     542.902     171.000       3.435       2.801       3.039       0.925      -0.266      -0.272      -0.359      -0.847      -0.393      -0.126       0.461      -0.878
      998.00     1333.00      892.00     421.217      80.000       2.630       1.724       3.058      -0.200      -0.867      -0.456       0.159       0.430      -0.889       0.967      -0.250       0.052
     1001.00     1333.00      891.00     421.217      65.000       3.010       2.042       2.203       0.112       0.832       0.543      -0.686      -0.331       0.648      -0.719       0.445      -0.534
      991.00     1110.00     1047.00     861.154       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      996.00     1110.00     1047.00     617.785       1.500       0.250       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      990.00      892.00     1200.00    3856.474       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      993.00     1286.00     1073.00     542.902       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      997.00      866.00      901.00     215.289       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      997.00      892.00     1200.00    1469.579       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      999.00     1286.00     1073.00     421.217       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1003.00     1110.00     1047.00    1010.920       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1003.50      892.00     1200.00    1029.641       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1006.00     1337.00      898.00     215.289       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1007.00     1286.00     1073.00     299.532       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1011.00     1110.00     1047.00     280.811       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1012.50      892.00     1200.00     290.172       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1014.00     1286.00     1073.00     346.334       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1016.00     1110.00     1047.00     234.009       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1026.50      926.50      875.00     767.551     415.500       6.255       5.993       3.176      -0.124      -0.181       0.017       0.116       0.939      -0.120       0.957      -0.129       0.076
     1033.00      926.00      876.00     851.794     625.000       7.988       6.678       5.343      -0.202       0.440       0.875      -0.152      -0.897       0.416       0.967      -0.049       0.248
     1034.00      928.00      875.00     851.794     106.000       3.213       3.367       3.783       0.032       0.730       0.682      -0.482       0.609      -0.630       0.876       0.309      -0.372
     1040.00      926.00      876.00     804.992     984.000       7.547       5.813       6.901      -0.322      -0.093      -0.942       0.280       0.941      -0.188       0.904      -0.324      -0.277
     1047.00      926.00      875.00     786.271     525.000       8.146       6.122       4.812      -0.191      -0.287      -0.939      -0.024      -0.955       0.297       0.981      -0.079      -0.176
     1050.00      926.00      877.00     776.911     244.000       7.112       5.040       4.096      -0.015      -0.603      -0.798       0.038       0.797      -0.603       0.999      -0.039       0.011
     1054.00      925.00      877.00     767.551     413.000       7.513       6.396       6.791       0.343      -0.634      -0.693       0.137       0.764      -0.630       0.929       0.122       0.349
     1057.00      925.00      877.00     758.190     317.000       5.557       5.096       5.962       0.309       0.302      -0.902      -0.151       0.952       0.267       0.939       0.053       0.340
     1062.00      926.00      876.00     748.830     787.000       7.671       5.629       5.861       0.148      -0.107      -0.983       0.213      -0.967       0.137       0.966       0.230       0.120
     1067.00      926.00      877.00     683.307     254.000       6.836       4.615       2.358      -0.027       0.027      -0.999      -0.187       0.982       0.031       0.982       0.187      -0.021
     1069.50      925.00      877.00     683.307     153.000       6.492       4.101       2.273      -0.034      -0.251       0.029       0.061       0.959      -0.107       0.997      -0.071      -0.027
     1074.00      925.00      877.00     692.668     543.000       7.362       5.067       2.927       0.008      -0.122       0.992      -0.030      -0.992      -0.122       1.000      -0.028      -0.012
     1020.00     1110.00     1047.00     561.622       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1026.00     1122.00     1172.00     758.190     701.000       6.849       5.279       4.284      -0.136      -0.034       0.990       0.516      -0.856       0.041       0.846       0.516       0.134
     1033.00     1123.00     1172.00     702.028     564.000       6.472       5.445       3.876      -0.005      -0.104       0.995      -0.374       0.923       0.094       0.927       0.372       0.044
     1039.00     1122.00     1171.00     711.388     579.000       6.012       6.105       4.566       0.018      -0.150       0.988       0.553      -0.822      -0.135       0.833       0.549       0.068
     1044.00     1123.00     1171.00     673.947     220.000       6.254       4.579       1.957       0.089      -0.026       0.996       0.054       0.998       0.021       0.995      -0.052      -0.090
     1048.00     1124.00     1171.00     655.226     484.000       6.220       4.984       4.514       0.080      -0.211       0.974      -0.622      -0.774      -0.117       0.779      -0.597      -0.193
     1056.00     1124.00     1171.00     542.902     466.000       3.882       5.985       4.846       0.071       0.228      -0.971       0.987       0.126       0.102      -0.146       0.965       0.216
     1061.00     1124.00     1170.00     561.622     513.000       4.844       6.317       5.139       0.270       0.264      -0.926       0.932      -0.313       0.183       0.241       0.912       0.331
     1067.00     1126.00     1170.00     468.019      75.000       2.415       1.757       3.461      -0.015      -0.967       0.253       0.148       0.248       0.957       0.989      -0.051      -0.140
     1070.00     1124.00     1170.00     477.379     497.000       6.136       6.634       4.183       0.917      -0.213       0.337       0.393       0.346      -0.852      -0.065      -0.914      -0.401
     1020.00      892.00     1200.00    1759.750       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1022.00     1286.00     1073.00     486.739       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1026.00      892.00     1200.00    4755.070       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1026.00     1110.00     1047.00     561.622       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1029.00     1286.00     1073.00     496.100       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1033.00      892.00     1200.00    2658.346       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1034.00     1110.00     1047.00     234.009       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1036.00     1286.00     1073.00     430.577       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1038.00     1110.00     1047.00    1010.920       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1039.00      892.00     1200.00     580.343       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1046.00      711.00     1151.00     739.470     237.000       5.053       3.934       4.139       0.900       0.413       0.139       0.373      -0.895       0.246      -0.226       0.169       0.959
     1053.00      712.00     1153.00     514.821     118.000       3.538       2.954       3.341       0.425       0.897      -0.122       0.860      -0.442      -0.256      -0.283       0.004      -0.959
     1043.00     1286.00     1073.00     336.973       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1048.00      892.00     1200.00    1619.345       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1051.00     1286.00     1073.00     318.253       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1056.00      892.00     1200.00    3098.284       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1057.00      711.00     1145.00     280.811      39.000       2.702       1.740       1.813       0.919       0.280       0.278      -0.061      -0.596       0.801       0.389      -0.753      -0.530
     1056.00     1360.00      951.00     215.289       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
     1060.00     1360.00      951.00     234.009       3.000       0.236       0.333       0.236       0.707       0.000       0.707      -0.707       0.000       0.707       0.000      -1.000       0.000
     1058.00     1286.00     1073.00     402.496       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1063.00     1110.00     1047.00    1366.615       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1062.00      892.00     1200.00    3098.284       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1064.00     1286.00     1073.00     383.775       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1066.00     1360.00      943.00     196.568       1.667       0.333       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1068.00     1359.00      943.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1068.00     1354.00      944.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1070.00     1359.00      940.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1070.50     1355.50      940.50     205.928       1.500       0.250       0.000       0.000       0.500       0.500       0.000       0.500       0.500       0.000       0.000       0.000       1.000
     1071.00     1361.00      936.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1074.00     1359.00      939.00     224.649       1.500       0.250       0.000       0.000       0.500       0.500       0.000       0.500       0.500       0.000       0.000       0.000       1.000
     1076.00     1355.00      943.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1077.00     1353.00      936.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1077.00     1355.00      940.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1077.00     1352.00      941.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1069.00      892.00     1200.00    3248.050       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1069.00     1110.00     1047.00    1010.920       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1073.00     1286.00     1073.00     411.856       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1076.00     1110.00     1047.00     374.415       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1076.00      892.00     1200.00    2358.814       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1078.00      924.00      879.00     636.505      70.000       3.816       2.449       5.255      -0.173      -0.908       0.383       0.042      -0.395      -0.918       0.984      -0.142       0.107
     1081.50      924.00      877.50     599.064     347.500       6.793       5.164       3.699       0.022      -0.007       0.970      -0.238       0.929       0.020       0.953       0.257       0.017
     1089.00      925.00      879.00     524.181     245.000       6.486       4.337       2.378       0.068       0.148      -0.987       0.070       0.986       0.153       0.995      -0.079       0.056
     1092.00      925.00      877.00     514.821     311.000       6.747       5.379       3.369       0.115       0.253      -0.961       0.153       0.951       0.269       0.982      -0.178       0.070
     1095.00      924.00      878.00     505.460     456.000       4.969       6.446       5.350       0.137      -0.196       0.971      -0.896       0.394       0.206      -0.423      -0.898      -0.122
     1101.00      923.00      878.00     486.739     203.000       6.987       4.528       3.655       0.259       0.408       0.876       0.082      -0.913       0.401       0.962      -0.032      -0.270
     1105.00      923.00      878.00     505.460     331.000       5.681       4.225       4.238      -0.133       0.234      -0.963       0.047       0.972       0.230       0.990      -0.014      -0.140
     1111.00      922.00      878.00     533.541     369.000       4.590       6.681       4.137       0.042      -0.174       0.984       0.996       0.086      -0.027      -0.079       0.981       0.177
     1116.33      921.33      879.00     365.055      65.333       2.816       2.465       2.355       0.291       0.275       0.187      -0.334       0.698       0.001       0.439      -0.234       0.082
     1121.00      924.00      879.00     374.415     181.000       4.648       3.504       5.241       0.480       0.027      -0.877      -0.511       0.821      -0.254       0.713       0.570       0.408
     1124.00      924.00      879.00     393.136     133.000       2.745       4.624       3.898       0.074       0.386      -0.919       0.992       0.069       0.108      -0.105       0.920       0.378
     1128.00      924.00      879.00     346.334     161.000       3.718       4.899       3.507       0.532       0.313      -0.787       0.824       0.024       0.567      -0.196       0.949       0.245
     1133.00      924.00      880.00     336.973      95.000       2.371       3.989       3.854       0.336       0.444      -0.831       0.902       0.103       0.419       0.272      -0.890      -0.366
     1078.00     1351.00      937.00     215.289       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1078.00     1357.00      937.00     205.928       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
     1079.00     1360.00      936.00     196.568       3.000       1.000       0.000       0.000       0.000       0.000      -1.000       0.000       1.000       0.000      -1.000       0.000       0.000
     1079.00     1357.00      939.00     205.928       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
     1082.00     1349.00      935.00     290.172      41.000       2.278       1.564       3.601      -0.191      -0.926      -0.327       0.015       0.330      -0.944       0.981      -0.185      -0.049
     1082.00     1356.00      936.00     252.730      25.000       2.715       2.441       1.812      -0.093      -0.804      -0.587       0.028      -0.591       0.806       0.995      -0.059      -0.077
     1082.00     1359.00      936.00     224.649       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
     1089.00     1348.00      933.00     496.100     497.000       6.742       5.813       5.345       0.198      -0.269       0.943       0.202      -0.930      -0.308       0.959       0.251      -0.130
     1092.00     1341.00      930.00     374.415      43.000       3.681       2.787       1.299       0.922       0.321      -0.218      -0.353       0.927      -0.125      -0.162      -0.192      -0.968
     1092.00     1348.00      931.00     542.902     969.000      10.510       6.983       7.513      -0.133       0.255      -0.958      -0.129      -0.962      -0.239       0.983      -0.091      -0.161
     1092.00     1343.00      940.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1093.00     1355.00      940.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1094.00     1348.00      942.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1096.00     1347.00      930.00     514.821    1039.000       9.710       6.753       5.871      -0.067       0.320      -0.945      -0.567       0.767       0.300       0.821       0.556       0.130
     1097.00     1357.00      936.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1098.00     1352.00      925.00     374.415      35.000       2.611       1.674       1.634       0.247       0.960       0.131      -0.785       0.119       0.608      -0.569       0.252      -0.783
     1099.00     1343.00      938.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1099.00     1346.00      938.00     234.009       6.000       0.913       0.392       1.148       0.107      -0.988       0.107      -0.699      -0.152      -0.699      -0.707      -0.000       0.707
     1100.00     1349.00      936.00     252.730      75.000       4.422       3.582       3.334       0.547      -0.085      -0.833      -0.700       0.499      -0.511      -0.459      -0.863      -0.213
     1101.00     1358.00      921.00     252.730       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1101.00     1353.00      936.00     262.090      22.000       2.769       1.638       1.192       0.383      -0.856       0.348      -0.849      -0.475      -0.233       0.365      -0.206      -0.908
     1103.00     1355.00      925.00     280.811       7.000       0.928       1.121       0.766       0.615       0.255       0.746       0.783      -0.084      -0.616      -0.094       0.963      -0.251
     1103.00     1355.00      940.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1105.00     1351.00      937.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1079.00     1286.00     1073.00     430.577       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1078.00     1124.00     1170.00     411.856     108.000       4.146       2.873       3.162      -0.137       0.562      -0.815      -0.118       0.808       0.577       0.984       0.175      -0.044
     1084.00     1124.00     1169.00     383.775     218.000       3.054       5.029       3.727       0.215      -0.369       0.904       0.942      -0.167      -0.292       0.258       0.914       0.312
     1088.00     1124.00     1169.00     346.334     260.000       4.878       4.121       3.909       0.992      -0.027      -0.127      -0.105       0.407      -0.907       0.076       0.913       0.401
     1097.00     1124.00     1169.00     355.694      83.000       3.705       3.650       2.795       0.791      -0.243       0.561      -0.606      -0.188       0.773      -0.083      -0.952      -0.296
     1102.00     1123.00     1169.00     290.172      42.000       2.470       2.428       1.977       0.848      -0.409       0.339       0.445       0.198      -0.873      -0.290      -0.891      -0.350
     1104.00     1127.00     1169.00     243.370       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
     1108.00     1125.00     1167.00     224.649      15.000       1.373       1.608       1.551       0.848      -0.130       0.513      -0.379      -0.826       0.417      -0.370       0.548       0.750
     1111.00     1121.00     1168.00     224.649       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1111.00     1124.50     1168.00     243.370       7.000       0.998       0.712       0.637       0.548      -0.709       0.437      -0.602      -0.697      -0.342       0.160       0.077       0.101
     1082.50     1110.00     1047.00     561.622       1.500       0.250       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1082.00      892.00     1200.00    1319.813       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1086.00     1286.00     1073.00     336.973       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1091.00      892.00     1200.00     439.938       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1095.00     1286.00     1073.00     308.892       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1098.00      892.00     1200.00    3856.474       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1101.00     1286.00     1073.00     542.902       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1105.00      892.00     1200.00    2358.814       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1108.00     1286.00     1073.00     617.785       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1113.00      892.00     1200.00    2358.814       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1113.67      688.67     1103.00     205.928       1.667       0.111       0.079       0.079       0.667      -0.236       0.236       0.000       0.902       0.236       0.333       0.000       0.667
     1116.00      690.00     1105.00     205.928       3.000       0.333       0.236       0.236       0.000       0.707      -0.707       0.000      -0.707      -0.707      -1.000       0.000       0.000
     1119.00      689.00     1104.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1122.00      689.00     1104.00     196.568       3.000       0.333       0.236       0.236       0.000       0.707      -0.707       0.000      -0.707      -0.707      -1.000       0.000       0.000
     1122.00      690.00     1108.00     224.649       2.000       0.500       0.000       0.000       0.000       1.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000
     1123.00      700.00     1106.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1123.00      700.00     1109.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1124.00      693.00     1107.00     243.370       3.000       0.667       0.471       0.236       0.000      -0.707      -0.707       0.000      -0.707       0.707       1.000       0.000       0.000
     1129.00      691.00     1114.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1130.00      695.00     1109.00     243.370      23.000       2.176       2.068       2.096       0.323       0.735       0.597      -0.642       0.633      -0.432      -0.695      -0.244       0.676
     1131.00      703.00     1111.00     243.370       3.000       0.333       0.471       0.236       0.000      -0.707      -0.707       0.000       0.707      -0.707       1.000       0.000       0.000
     1134.00      694.00     1109.00     224.649       2.000       0.500       0.000       0.000       0.000       1.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000
     1134.00      694.00     1113.00     290.172      22.000       1.811       2.090       1.404       0.750      -0.639       0.168       0.631       0.768       0.106      -0.197       0.027       0.980
     1136.00      704.00     1115.00     308.892     195.000       5.967       3.844       6.550      -0.123      -0.582      -0.804       0.007       0.809      -0.587       0.992      -0.078      -0.096
     1136.00      699.00     1116.00     346.334     131.000       7.296       4.133       1.879       0.072       0.290       0.954       0.224      -0.937       0.268       0.972       0.195      -0.133
     1115.00     1324.00      864.00     224.649       7.000       0.624       0.643       0.927       0.325      -0.888       0.325      -0.707      -0.000       0.707      -0.628      -0.460      -0.628
     1116.00     1323.00      861.00     234.009      19.000       1.360       2.300       1.925      -0.116       0.578       0.808       0.696       0.627      -0.349      -0.709       0.522      -0.475
     1120.00     1323.00      863.00     243.370      25.000       2.778       1.866       2.080       0.788      -0.615       0.014      -0.551      -0.715      -0.430       0.274       0.331      -0.903
     1122.00     1323.00      866.00     243.370       9.000       1.448       0.561       0.901       0.910      -0.414      -0.006      -0.175      -0.398       0.901       0.375       0.819       0.434
     1125.50     1322.00      863.00     224.649       3.500       0.850       0.285       0.063       0.000      -0.158       0.026       0.000       0.026       0.158       1.000       0.000       0.000
     1115.00     1286.00     1073.00     439.938       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1119.00     1110.00     1047.00     907.956       5.000       2.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1122.00     1110.00     1047.00    1207.488       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1120.00      892.00     1200.00    1029.641       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1124.00     1286.00     1073.00     374.415       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1124.00      839.00      741.00     224.649       2.000       0.500       0.000       0.000       0.000       1.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000
     1124.00     1292.00      816.00     234.009       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1127.00     1294.00      820.00     224.649       5.000       0.885       0.759       0.000       0.949      -0.316       0.000       0.316       0.949       0.000       0.000       0.000       1.000
     1131.00     1291.00      818.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1135.00     1294.00      820.00     243.370       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1127.00     1110.00     1047.00    1263.651       5.000       2.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1127.00      892.00     1200.00    1759.750       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1131.00     1286.00     1073.00     449.298       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1134.00     1110.00     1047.00     374.415       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1134.00      892.00     1200.00    3397.816       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1138.00     1293.00      821.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1137.00     1286.00     1073.00     468.019       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1142.00      695.00     1111.00     243.370       7.000       0.719       0.712       1.098      -0.147      -0.885       0.442       0.592       0.279       0.756       0.792      -0.373      -0.483
     1143.00      700.00     1108.00     196.568       3.000       0.707       0.236       0.000       0.707       0.707       0.000       0.707      -0.707       0.000       0.000       0.000       1.000
     1145.00      703.00     1105.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1145.00      702.00     1116.00     561.622    1768.000       7.378      10.770      10.628       0.137      -0.099       0.986      -0.905      -0.418       0.084      -0.403       0.903       0.147
     1147.00      703.00     1108.00     243.370       7.000       1.233       0.668       0.714       0.431      -0.431      -0.793      -0.560       0.560      -0.610      -0.707      -0.707       0.000
     1149.00      696.00     1120.00     411.856     582.000       7.082       6.688       9.306      -0.407      -0.057      -0.912      -0.642      -0.692       0.330       0.649      -0.720      -0.245
     1150.00      700.00     1109.00     280.811      51.000       3.454       2.601       2.350       0.254      -0.310       0.916      -0.884      -0.460       0.089       0.394      -0.832      -0.391
     1152.00      697.00     1109.00     252.730       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1153.00      691.00     1114.00     205.928       3.000       0.333       0.471       0.236       0.000      -0.707      -0.707       0.000       0.707      -0.707       1.000       0.000       0.000
     1155.00      696.00     1120.00     262.090      16.000       2.450       1.184       1.053       0.222      -0.201      -0.954      -0.528       0.798      -0.291      -0.820      -0.568      -0.071
     1155.00      694.00     1123.00     290.172      38.000       1.514       3.740       1.949       0.117      -0.002      -0.993      -0.992      -0.049      -0.117      -0.049       0.999      -0.008
     1140.00     1110.00     1047.00     907.956       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1142.00      892.00     1200.00    2059.282       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1144.00     1286.00     1073.00     402.496       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1147.00     1110.00     1047.00     468.019       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
     1148.00      892.00     1200.00    1469.579       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
     1149.00     1081.00     1211.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
